income,employment_length,existing_debt,loan_amount,credit_score,payment_consistency_pct,income_volatility_score,debt_trend,default
33366.87,7.9,6849.64,8316.41,671,79.6,50.9,-0.105,0
61058.78,5.8,6448.62,28878.72,801,100.0,1.1,0.218,0
53119.34,2.1,6194.68,20816.14,774,86.5,30.3,-0.038,0
51268.73,5.0,11484.19,18806.61,664,91.5,46.7,-0.055,0
50874.79,1.5,19605.16,16215.79,675,82.0,63.9,-0.832,0
57463.65,3.6,8749.31,14447.5,648,90.6,62.9,0.14,0
86368.41,4.3,55332.48,11109.11,630,91.5,46.2,0.658,0
115584.24,10.0,27236.97,62644.81,695,75.6,49.3,-0.172,0
54109.35,3.4,25863.96,16532.25,657,100.0,9.0,0.231,0
84831.64,2.4,6671.41,28019.72,849,81.1,21.1,-0.288,0
36828.53,5.5,4505.33,5222.99,705,98.4,9.1,0.345,0
82559.58,6.5,15662.57,28939.03,710,66.3,55.6,0.182,0
35628.62,2.3,17443.17,12605.22,639,93.6,42.5,-0.128,1
98702.24,1.7,22904.9,42427.23,656,98.9,37.1,-0.151,0
182746.0,1.8,93505.68,53900.53,737,87.7,65.9,0.226,0
50658.07,10.0,1466.5,6355.1,836,99.1,45.8,0.014,0
16221.63,6.3,3746.03,2145.58,490,74.1,57.8,-0.431,0
40077.08,3.2,34546.14,3933.88,394,90.6,50.1,-0.535,1
106673.85,8.9,0.0,44377.54,709,62.7,52.1,0.206,0
73437.67,2.3,17234.46,34185.83,689,86.1,14.1,-0.267,0
62124.92,4.0,16469.71,14712.91,714,72.9,54.5,0.012,1
94350.1,1.5,11547.99,36251.93,752,83.0,44.5,0.206,0
70717.57,8.7,6308.17,8388.56,850,100.0,26.8,-0.421,0
105846.89,2.1,57949.64,60403.28,643,100.0,48.7,-0.355,0
89830.79,2.1,13708.34,47806.62,694,66.0,60.7,0.568,0
125108.33,5.6,20451.44,56603.07,850,100.0,33.0,-0.144,0
65995.24,0.3,6611.22,8548.03,850,100.0,20.0,0.357,0
89133.69,1.2,17247.44,18538.74,802,88.5,20.9,0.878,0
45756.09,7.1,3925.88,20735.36,799,100.0,7.1,0.084,0
38917.39,1.8,9626.49,5212.01,591,78.2,31.6,-0.302,0
138513.38,18.0,68987.22,58704.52,687,76.8,46.8,0.044,0
61017.29,4.8,27617.28,26260.34,572,76.9,69.7,-0.066,1
84346.14,0.7,15591.54,33976.6,850,94.0,18.9,0.023,0
57991.81,11.7,14273.83,21893.93,647,82.6,42.2,0.251,0
39238.61,4.8,5024.86,14375.24,650,74.0,35.5,0.291,0
54504.61,3.6,7073.45,29924.85,701,74.6,34.8,-0.702,0
119347.74,4.8,17417.53,27753.75,850,84.0,4.4,0.416,0
73525.09,0.7,17684.34,30635.01,615,72.1,14.8,0.096,0
21135.09,4.1,5622.36,8128.91,576,93.4,71.3,-0.201,1
48127.81,1.9,8542.77,26695.82,802,100.0,55.2,0.257,0
144388.32,3.9,68404.44,72312.5,765,97.6,40.7,-0.368,0
48166.15,2.9,20060.39,11740.05,682,100.0,44.2,-0.351,0
20125.37,4.6,8103.17,2821.64,494,89.8,49.9,0.371,0
153457.19,3.2,52973.14,17530.24,805,100.0,26.0,0.023,0
78851.05,2.7,25399.73,35366.68,652,86.6,26.9,0.549,0
52129.85,1.7,36078.8,25039.04,607,80.1,22.7,-0.24,0
44166.43,0.7,23266.81,12693.56,609,85.7,38.4,0.102,0
98252.26,0.6,9862.97,49115.14,846,86.3,12.0,0.136,0
40211.53,1.2,7782.0,12792.82,705,82.3,21.7,0.142,0
101878.99,6.7,50061.91,47861.55,678,68.8,45.1,0.217,0
72999.47,1.6,9600.63,24285.8,850,70.3,27.9,0.161,0
61980.5,2.3,13369.33,30420.61,805,99.9,0.0,0.007,0
58690.5,2.3,20146.83,29589.63,715,95.7,27.4,-0.68,0
49205.84,2.9,33831.85,7193.44,590,100.0,45.9,0.302,0
96288.3,5.9,63106.06,45407.21,666,78.5,37.3,-0.831,0
33659.86,3.2,7910.4,14593.37,716,77.2,1.2,-0.432,0
22202.08,7.6,2474.48,11441.21,605,67.9,55.6,-0.247,0
75958.47,1.2,21239.5,34651.8,822,98.8,30.1,0.316,0
76663.51,7.1,0.0,32445.41,795,71.5,41.8,-0.078,0
70553.93,10.8,0.0,13409.0,744,83.6,55.9,0.656,0
67795.47,4.1,10699.76,11320.54,830,88.4,32.5,-0.485,0
45419.77,1.5,1658.86,8973.98,666,62.1,0.0,-0.385,0
83542.89,6.0,9427.62,39662.47,777,94.9,70.1,-0.788,0
52835.73,4.1,24702.41,22084.68,642,98.1,0.0,-0.401,0
41443.55,5.2,8524.54,9114.18,685,87.9,28.3,-0.221,0
45636.35,7.8,11923.86,4495.82,654,82.8,60.9,0.513,0
164612.88,3.0,8162.65,75438.1,850,83.5,21.1,0.366,0
20863.64,2.6,12348.7,1000.0,506,100.0,22.2,0.083,0
71316.53,20.4,25124.58,14681.37,728,84.7,30.7,-0.109,0
21514.65,6.0,4043.26,1100.12,542,83.7,31.4,0.268,0
51045.45,8.7,10297.05,22247.31,645,74.4,17.8,0.445,0
42680.82,7.5,16370.57,15185.24,484,44.8,22.3,-0.226,1
17209.8,8.8,1204.95,3956.85,695,99.3,56.5,-0.192,0
67102.1,5.4,10990.87,4110.19,705,84.0,24.4,-0.151,0
43957.52,8.1,7094.69,16371.55,605,71.7,45.0,-0.607,0
17076.12,2.3,12214.34,8072.03,601,100.0,16.7,0.424,0
85970.75,0.7,10901.67,35032.43,763,90.2,62.7,-0.204,0
119282.92,1.8,26787.55,30957.58,850,81.1,53.8,-0.101,0
122954.35,3.7,25584.36,62601.99,850,98.3,33.2,0.51,0
66001.06,3.3,7285.98,26074.3,817,89.2,47.8,-0.189,0
55566.29,4.1,10627.37,25418.99,777,88.9,65.4,0.443,0
112474.99,2.2,13222.98,31352.34,791,75.5,15.0,-0.612,0
136668.15,0.4,72952.84,22250.83,644,93.7,13.9,0.197,0
101059.3,2.9,15597.28,14106.25,850,97.2,42.5,-0.156,0
32278.42,1.1,8571.31,20013.55,611,75.6,9.1,-0.553,0
60520.64,4.0,2296.07,33923.74,772,57.5,4.0,-0.397,0
68991.18,5.5,0.0,19423.31,850,97.3,2.9,0.049,0
20024.48,2.9,2850.11,1000.0,600,92.8,38.0,-0.336,0
70132.98,1.4,52485.53,6902.75,568,95.8,0.0,0.134,0
189121.61,4.3,20863.72,70443.54,850,84.6,26.9,-0.261,0
77031.13,21.1,8246.89,39660.52,850,97.5,0.0,-0.567,0
121829.43,6.0,53538.57,35164.14,632,74.9,43.8,0.339,0
59910.26,6.4,26115.74,26566.54,713,81.4,45.1,0.103,0
52038.02,2.6,20628.67,19542.83,488,69.3,30.8,-0.631,0
66816.09,2.0,8936.09,32185.54,850,100.0,58.6,0.229,0
34589.15,8.8,0.0,18378.71,729,83.3,50.9,0.043,0
31886.04,0.2,11721.65,14480.35,666,87.2,19.2,-0.151,0
108713.09,2.2,49462.51,37356.7,766,90.1,17.5,-0.137,0
115241.86,12.5,2849.65,57072.38,764,80.7,52.7,0.469,0
31410.31,3.8,2651.41,23573.97,699,95.5,48.7,0.112,0
92263.08,0.8,25676.41,28264.08,777,100.0,29.6,0.486,0
51646.21,5.7,8791.08,12406.12,850,97.7,0.0,0.167,0
65309.63,2.9,21136.99,26898.87,593,59.9,53.6,0.082,0
69781.22,0.6,20820.51,21512.1,815,85.5,36.3,-0.265,0
93610.02,4.9,42508.23,22326.87,788,86.2,33.8,0.055,0
56698.05,4.4,6012.49,29379.2,850,100.0,0.0,0.357,0
117664.08,4.2,43732.8,21853.57,707,76.3,45.7,0.028,1
64226.88,6.0,16058.9,31349.0,616,69.4,33.8,0.678,0
76366.65,1.3,27189.85,26620.81,782,95.7,24.2,0.357,0
34259.03,5.3,4664.57,2301.16,687,83.7,18.3,-0.419,0
177595.27,4.6,15274.52,57702.58,850,75.3,37.2,-0.17,0
70150.89,8.7,21930.76,24541.73,620,80.4,44.4,0.236,0
80189.56,2.1,45092.56,37816.72,527,64.2,27.4,-0.534,1
22370.49,9.8,5159.37,3155.05,641,86.4,46.2,-0.041,1
34458.6,7.4,13683.65,2392.63,688,79.7,12.0,-0.326,0
107026.96,3.7,36051.76,55654.03,813,91.5,22.0,0.014,0
63436.21,4.2,21303.63,23548.49,736,81.1,48.7,-0.324,0
18909.53,0.3,9173.81,8742.15,531,84.5,26.9,0.369,1
95899.83,4.1,5583.64,49150.08,850,77.6,69.3,-0.178,1
40171.76,7.0,12583.22,3598.8,639,80.4,40.5,0.233,1
117738.85,3.2,65037.91,10769.38,679,68.2,11.6,-0.523,0
51621.34,8.7,5756.07,18288.06,821,98.5,3.6,-0.107,0
60632.64,5.7,29141.1,22188.67,594,83.4,50.7,-0.448,1
103613.72,15.1,36161.96,32834.75,668,56.2,22.9,0.418,0
33069.9,2.3,3356.94,18134.9,637,61.8,53.3,-0.271,1
31380.26,6.5,3418.25,8464.25,767,98.5,24.2,-0.031,0
48626.59,1.1,9194.05,27600.4,534,83.4,39.8,0.123,0
85386.65,3.5,12266.08,6925.38,731,83.7,28.3,-0.261,0
26056.37,6.0,7738.64,1000.0,574,84.0,40.1,-0.42,0
21646.11,6.8,2822.64,1169.56,579,90.8,49.6,0.065,1
85224.69,3.0,23358.14,13398.47,718,100.0,35.4,-0.676,0
38884.93,9.3,0.0,9425.28,782,90.2,48.2,0.47,0
43663.84,10.8,0.0,15868.11,818,88.3,1.0,-0.048,0
19511.4,2.3,7192.46,13725.87,590,76.0,43.3,-0.516,1
37293.02,3.6,835.69,12267.82,736,62.4,35.5,-0.093,1
53951.35,3.3,38292.38,4644.98,622,90.6,29.8,0.202,0
90373.63,2.6,27703.12,45965.93,788,91.8,0.0,-0.286,0
35448.05,10.3,15751.49,9454.62,705,99.4,1.6,-0.68,0
134801.27,10.2,42770.28,47225.63,785,100.0,39.5,-0.043,0
37178.81,3.4,6322.53,17238.46,718,67.8,42.1,0.266,0
37208.76,6.5,2024.97,11387.06,740,75.4,43.2,0.082,0
126190.34,8.6,13257.86,43809.14,850,93.4,34.9,0.141,0
60858.28,4.9,24201.04,22864.6,679,84.0,11.0,0.335,0
39990.07,3.2,12808.41,16652.27,663,100.0,14.4,0.554,0
49745.57,2.2,25893.75,15393.89,620,81.3,0.0,-0.943,0
114026.99,7.0,41206.43,56153.01,701,100.0,37.5,-0.464,0
121347.25,1.2,51664.62,33403.24,757,84.8,73.1,0.059,0
34570.77,3.2,6259.99,10875.4,692,100.0,33.2,0.097,0
52926.6,2.8,11917.81,15813.19,594,50.3,19.8,-0.542,1
56930.49,1.1,28970.12,23924.54,492,90.8,35.5,-0.274,0
31494.49,3.8,1012.49,14345.46,657,84.3,32.3,0.603,0
52542.27,3.5,23348.53,16053.86,743,54.7,0.3,-0.124,1
54335.2,1.8,12981.75,3760.99,649,83.8,40.1,0.074,0
101429.09,10.0,14772.62,60159.59,782,66.7,32.8,0.627,0
105248.95,7.0,13400.76,53439.14,726,76.7,31.6,0.033,0
45203.73,4.2,7403.68,20829.18,598,88.3,74.8,0.276,0
48162.01,7.8,33336.86,27886.53,522,82.3,33.0,0.2,1
78069.97,9.1,11639.74,41020.02,747,89.0,71.5,-0.118,0
39267.26,10.4,17532.43,19602.38,595,86.2,18.5,-0.138,0
74888.24,2.3,28708.08,11741.09,755,100.0,4.8,0.414,0
51619.33,7.8,10718.55,12478.71,696,87.6,18.8,-0.003,0
31787.58,3.5,4241.17,14552.6,741,85.6,58.5,-0.353,0
32007.96,4.8,6752.61,12087.67,804,89.9,19.8,0.379,1
120076.26,2.4,19231.87,18763.05,850,83.6,6.5,-0.999,0
49710.34,4.1,17739.55,21309.88,494,61.8,41.8,0.552,1
133545.13,7.8,31273.5,49834.79,845,93.7,27.3,-0.065,0
40843.38,12.2,19277.83,9315.54,606,100.0,46.5,0.003,0
63586.91,3.8,21015.8,13469.65,704,100.0,21.6,0.029,0
201989.74,1.8,87774.97,58553.66,850,93.7,16.5,0.466,0
30285.89,13.4,17098.31,2203.34,483,80.2,68.2,0.061,0
19076.3,2.2,7562.78,4385.35,573,87.7,18.3,-0.008,0
109932.8,0.7,73800.12,36419.31,681,100.0,18.3,-0.333,0
34380.85,2.5,12696.18,17385.47,526,80.9,44.2,-0.25,1
53562.88,8.8,10310.66,20558.23,660,67.3,0.0,0.225,0
39251.5,2.1,10859.01,10992.71,663,100.0,49.7,0.078,0
62786.13,1.4,41338.62,27584.87,473,69.7,70.8,0.59,1
32119.07,4.5,11188.73,5522.9,551,62.0,52.3,-0.285,1
49071.46,12.2,19106.05,10683.15,690,88.5,14.2,-0.404,0
69383.09,5.8,21389.27,11771.75,719,89.7,20.5,0.105,0
31114.53,1.2,9496.03,10884.56,649,90.4,36.3,-0.03,0
36862.64,16.6,12216.02,7168.42,677,96.3,42.3,-0.419,0
44754.15,5.3,7622.07,13426.65,650,81.7,67.3,-0.182,0
24689.95,8.2,9949.82,5716.4,542,81.9,66.4,0.247,1
42941.39,0.9,14763.99,19373.08,635,76.0,30.7,-0.462,1
57834.35,14.8,32458.53,18217.94,598,85.9,24.4,-0.398,1
43488.34,3.0,17246.63,22012.32,573,91.6,19.4,-0.255,0
46664.68,0.8,17986.38,18649.76,582,96.7,47.9,-0.248,0
53586.59,4.9,11913.96,20315.3,705,71.4,56.6,0.278,1
37772.67,8.2,13876.38,12529.45,496,66.6,36.4,-0.194,0
79227.95,6.5,13147.79,4308.9,850,96.4,35.0,0.571,0
119346.7,6.4,7477.13,25925.52,742,76.6,77.3,-0.365,0
41964.98,6.1,20385.5,6933.58,439,70.2,48.6,0.128,1
70746.55,4.6,16118.35,17015.02,657,58.1,0.0,-0.014,0
47486.97,0.9,14211.5,18812.96,538,100.0,34.3,0.001,0
66238.56,3.5,29005.89,25427.77,545,87.9,39.0,-0.862,0
128178.45,3.1,28321.24,36912.69,824,91.6,29.6,-0.384,0
71665.36,10.4,12998.78,21197.92,688,90.1,60.2,-0.059,0
20427.19,8.8,2156.85,5079.1,602,87.0,28.4,-0.689,0
69542.79,2.8,10939.93,11887.15,774,83.7,15.3,-1.0,0
106731.87,7.3,9642.11,37420.56,833,83.0,20.8,-0.432,0
47959.98,3.9,20857.96,15365.41,594,70.3,48.5,0.118,0
93676.17,0.7,25759.38,14709.77,714,59.3,7.9,0.167,0
37065.3,0.3,22034.27,17982.54,584,100.0,25.1,-0.428,0
23931.56,6.7,9904.5,9762.02,566,84.5,51.9,-0.07,1
58550.39,1.6,20039.02,20229.48,744,77.9,7.8,0.148,0
20618.37,1.6,4469.57,3590.48,602,72.8,14.3,0.464,0
47482.95,2.2,27125.35,6707.81,678,98.7,1.1,0.45,0
109948.05,6.8,33282.63,34677.55,641,86.0,17.1,0.319,0
18951.35,8.9,2121.29,7441.27,596,71.9,24.6,-0.189,0
26803.21,8.7,3376.99,15118.16,717,79.7,30.3,-0.017,0
30711.19,0.6,8160.88,11802.35,618,88.4,16.7,0.025,0
52322.1,2.2,8731.44,31863.56,747,78.6,27.4,-0.076,0
44305.13,1.8,30924.15,9400.82,544,95.4,54.6,-0.482,1
116952.72,6.8,33249.99,30497.11,767,100.0,41.7,0.504,0
91572.98,2.2,15210.84,37043.96,748,78.1,77.7,0.151,0
71139.65,3.7,9606.72,13806.91,735,80.0,21.5,0.305,0
58694.23,7.2,8573.13,25489.6,691,72.4,26.0,0.231,0
67257.0,4.3,17956.95,9440.93,670,81.9,38.1,-0.152,0
33722.13,5.3,16322.0,14694.28,446,56.6,24.7,-0.525,1
86809.01,3.6,43534.55,16265.6,632,99.4,34.5,0.263,0
29389.0,8.2,13063.46,17809.3,524,65.3,0.0,0.24,1
85772.81,8.8,25430.7,37501.05,701,72.7,27.6,0.101,0
104024.15,6.1,9210.42,48020.62,782,85.2,52.6,0.753,0
60838.34,8.8,10819.81,27061.26,721,100.0,73.1,-0.198,1
49172.16,20.3,14874.28,22571.03,666,72.0,64.0,-0.11,0
67519.41,7.1,38268.45,3042.79,627,81.4,37.5,0.072,1
12000.0,4.0,8980.81,1000.0,300,88.1,44.6,-0.174,1
63974.64,5.4,37683.41,8473.07,570,74.6,41.6,-0.082,1
50901.89,9.5,2587.42,14664.64,775,82.3,23.9,0.361,0
52688.61,3.0,12832.61,14601.28,850,61.7,15.8,-0.227,0
79904.93,2.8,21202.14,37229.8,724,76.6,40.0,-0.203,0
51993.66,5.3,27701.11,18903.47,754,100.0,32.8,0.202,0
28937.29,4.0,6899.17,17666.95,626,95.4,51.8,-0.462,0
50122.66,1.8,12967.83,12705.72,644,77.8,0.0,-0.029,0
56227.18,4.7,40675.2,30706.76,425,69.8,31.5,-0.047,1
57711.61,10.8,25485.04,24201.72,626,81.0,59.2,0.219,0
59222.43,5.9,27566.0,20367.0,508,63.5,46.5,0.281,1
95956.76,1.5,24022.6,46145.06,715,81.2,15.3,-0.056,0
29812.44,6.6,5488.65,4522.0,692,78.3,8.8,-0.03,0
59673.02,3.3,24938.44,4105.38,606,77.7,34.1,-0.012,0
110134.91,16.0,15441.59,60270.07,786,82.0,50.7,-0.108,0
20867.82,6.2,5915.45,2993.71,533,91.5,45.3,0.452,1
59802.68,2.5,38335.64,27922.97,358,69.5,37.3,0.176,1
39263.15,7.0,0.0,19917.32,837,97.4,47.8,0.443,0
44183.61,5.0,5254.67,20269.98,826,99.8,40.1,-0.307,0
32937.13,10.1,11454.03,11872.41,634,100.0,47.0,0.438,0
49352.67,2.7,2526.59,29475.42,755,88.1,53.7,0.042,0
149147.43,6.2,37569.79,72020.37,801,100.0,26.1,0.239,0
27026.23,0.9,17894.15,4477.08,515,97.7,17.3,-0.668,0
28473.08,4.6,3344.64,2148.18,812,86.7,49.6,0.569,0
26474.47,1.5,12294.37,3781.15,639,67.0,24.8,0.154,1
140095.56,4.9,34747.41,39318.34,850,96.5,0.0,0.652,0
42012.11,5.7,14956.18,24762.56,509,87.4,63.5,0.389,1
53417.76,6.1,15418.82,26734.99,746,100.0,40.1,-0.717,0
43411.05,2.7,20184.1,12026.36,603,94.4,39.2,0.533,1
32227.24,4.7,4608.7,8187.18,701,98.8,31.3,0.065,0
47603.77,9.3,19564.92,18074.51,583,75.9,51.7,0.225,0
209406.79,13.1,6296.98,99655.54,850,87.4,9.3,0.19,0
116499.12,4.8,33546.97,36932.94,689,57.1,35.1,-0.035,1
33890.3,9.5,4818.29,9296.15,738,91.8,40.6,-0.142,0
77355.41,2.0,53980.25,19836.89,636,100.0,46.0,0.247,0
34291.83,3.1,10877.25,14434.65,730,100.0,0.8,-0.291,0
20394.04,5.2,1860.16,5167.1,663,79.0,46.9,0.01,0
94914.43,4.0,29959.06,37340.69,637,58.6,26.6,0.491,1
102544.39,3.7,40662.92,44014.74,612,76.5,22.0,-0.427,0
96310.13,8.8,27778.72,8474.88,829,82.9,3.8,-0.07,0
41838.58,1.7,18349.17,9829.04,463,89.7,79.7,0.409,1
49428.05,1.9,9100.05,18256.08,650,55.6,32.4,-0.286,0
81827.7,1.2,31332.37,19153.28,814,82.5,39.9,-0.668,0
67192.9,5.3,20908.1,14060.61,692,69.5,14.0,-0.694,0
43629.96,3.3,36119.01,1188.93,582,100.0,4.4,-0.165,0
22236.95,8.2,4933.77,7912.02,530,51.3,51.3,0.589,1
57678.01,5.0,38651.48,22097.98,685,98.2,8.0,-0.267,0
98071.82,2.7,19505.22,20981.22,831,81.8,61.1,-0.101,0
28038.29,2.3,6112.45,20606.87,422,55.3,71.0,0.019,1
76981.29,3.8,8052.27,25787.37,850,100.0,19.5,0.387,0
65013.35,1.5,24000.87,16172.59,720,100.0,25.8,0.3,0
81844.92,8.9,37620.17,9056.94,712,100.0,0.0,-0.054,0
87516.84,3.2,32003.48,8972.29,669,85.3,0.1,0.21,0
36976.73,1.0,4258.05,12767.06,683,74.6,47.6,0.371,0
22262.8,10.2,2699.91,7918.69,609,84.9,60.1,-0.576,0
40399.16,3.8,25687.38,16294.87,570,91.6,19.4,-0.132,0
88346.34,6.6,3412.57,8489.16,809,76.4,22.4,-0.42,0
40211.08,2.7,10371.92,1000.0,678,72.0,3.4,-0.254,0
36985.31,10.4,20532.07,10682.82,615,90.9,12.4,0.228,0
19895.67,2.1,2711.64,6291.48,698,86.7,61.6,-0.42,1
142053.09,3.3,0.0,25425.8,850,97.0,41.2,0.808,0
85318.15,0.7,26695.09,20013.0,850,100.0,0.0,0.231,0
82738.71,10.3,20184.53,46306.95,753,96.0,46.3,-0.205,0
92249.21,2.4,18930.83,46149.45,619,67.9,82.4,-0.046,1
74398.39,5.4,40854.74,30927.22,622,83.8,27.1,-0.451,0
47364.07,6.0,13597.89,3372.29,670,89.4,21.7,-0.516,0
49509.99,9.1,15931.76,16922.25,630,95.3,46.6,-0.135,0
42823.38,5.1,3971.92,13233.5,726,96.0,55.1,0.458,0
230753.98,4.0,66622.48,83843.5,849,83.2,51.4,-0.492,0
73552.27,8.5,10709.39,39897.84,798,77.1,28.7,0.432,0
41978.37,5.9,6453.54,3359.91,746,98.1,26.6,-0.065,0
69984.09,3.5,26211.01,37513.28,794,89.3,0.5,0.084,0
31070.75,10.6,16681.99,9554.67,572,87.9,10.4,0.026,0
123930.81,6.3,16814.79,55980.05,660,74.1,42.2,0.271,0
37662.19,1.4,12207.09,3100.95,587,100.0,24.3,0.384,0
71367.44,11.9,27236.24,13834.01,690,87.5,39.9,-0.075,0
97371.39,2.7,26681.6,10561.47,622,82.8,30.2,0.178,0
66944.73,9.1,7070.05,26817.82,724,87.5,36.2,0.455,0
57065.7,1.0,1950.93,1458.51,655,82.2,35.4,0.285,1
54499.19,8.5,10695.92,8884.98,638,66.0,49.9,-0.145,0
52520.42,1.4,21692.88,18329.0,645,88.2,52.0,-0.068,0
39451.05,5.0,22521.98,14945.05,393,63.7,34.7,-0.345,1
42310.23,6.1,563.34,18057.89,800,85.4,30.9,0.636,0
122244.05,3.6,50650.38,46809.8,654,61.7,34.3,0.107,0
51036.93,4.4,4329.39,23606.04,597,53.8,19.3,-0.491,0
35165.19,1.8,25741.52,12935.14,485,92.6,56.7,-0.294,0
40783.64,7.8,8900.56,8807.36,610,68.5,23.8,-0.054,0
99230.81,5.2,45926.08,9319.13,656,90.1,31.8,0.47,0
78557.31,2.1,11174.67,28178.27,683,86.4,38.5,-0.067,0
73731.18,5.4,42407.22,1988.48,608,86.1,41.2,0.211,0
47021.65,5.5,15053.76,20749.25,610,75.2,40.4,-0.25,0
74261.61,4.6,15128.68,25979.3,724,82.2,32.3,0.226,0
38026.61,0.3,538.38,6149.7,673,74.8,67.9,0.455,0
46967.55,3.2,8461.78,25801.89,756,97.2,36.5,0.276,0
92354.75,7.8,47686.47,36665.92,629,77.2,30.0,-0.86,0
87627.73,6.4,12674.82,31197.58,632,80.5,71.0,-0.053,1
31569.59,6.2,14537.97,14098.27,608,94.4,19.4,-0.37,0
33842.09,5.2,3229.49,11141.2,586,75.3,70.9,0.235,1
57514.14,8.4,5254.72,8855.27,766,58.9,0.0,0.025,0
139996.51,2.6,0.0,23064.03,850,69.1,27.0,0.599,0
18890.97,2.2,5075.35,9061.78,726,98.8,1.6,-0.116,0
63138.32,13.9,21389.29,15337.8,694,85.2,7.8,0.025,0
25417.07,2.4,13593.69,9128.59,581,88.1,44.1,-0.043,0
38220.14,1.3,6631.2,11536.62,609,88.1,40.7,0.252,1
44336.54,3.5,21066.2,9849.09,650,100.0,22.8,-0.34,0
42989.9,4.7,2386.73,5536.77,570,54.9,67.7,-0.35,1
40393.02,8.4,1252.42,6079.77,739,82.2,57.7,-0.197,0
54391.54,3.2,12495.57,26566.94,816,84.4,34.0,0.205,0
40360.6,3.2,2410.28,16308.25,789,83.7,0.0,0.364,0
24237.31,4.4,3034.09,8465.8,580,95.2,54.2,-0.033,0
83193.82,2.8,34836.2,30569.57,674,95.5,25.3,0.207,0
81967.63,1.1,11288.48,24375.43,850,81.0,40.8,0.178,0
86141.44,1.4,39608.32,27553.98,642,60.3,51.0,-0.02,1
23215.98,10.0,8196.13,3228.91,599,100.0,27.0,-0.028,0
63857.22,7.2,18845.01,16015.09,711,83.9,60.6,0.267,0
78573.39,4.2,1081.69,22930.76,833,85.2,27.4,0.67,0
30725.21,6.4,5542.07,1000.0,830,100.0,45.8,0.346,0
54450.39,7.4,13590.91,16232.59,667,78.5,50.1,0.421,0
50820.41,2.5,17561.18,4444.19,663,100.0,53.2,0.714,0
149220.87,1.7,106227.75,81440.16,579,79.7,69.9,-0.244,1
156134.46,9.3,51277.69,23086.86,820,100.0,18.6,0.246,0
21689.94,0.4,2597.16,3413.99,633,90.4,12.3,0.51,0
213557.17,6.4,84276.23,38561.72,703,74.5,28.6,0.329,0
32748.94,5.0,8100.96,5513.02,601,100.0,95.9,-0.21,1
92908.49,8.7,37808.02,22707.33,720,92.4,62.0,-0.279,0
92389.99,6.6,6533.5,43562.23,785,75.5,24.0,0.572,0
31331.22,6.3,8919.64,1000.0,548,64.3,28.0,0.145,1
71061.24,1.9,34749.0,16989.39,570,93.8,34.7,0.107,0
51065.09,7.6,0.0,6069.61,849,100.0,40.5,0.007,0
73488.3,5.9,1341.6,19430.42,850,89.4,47.8,0.529,0
61504.75,2.1,16822.01,36871.25,638,88.6,48.7,0.341,0
104609.19,5.0,31609.84,24036.79,727,100.0,58.9,-0.065,0
56470.28,1.5,13319.21,28926.2,620,92.4,75.1,0.319,0
49398.2,3.8,11966.78,9655.14,715,74.8,32.3,0.062,1
98996.06,17.7,55542.33,29349.12,649,75.4,30.7,0.305,0
74549.44,1.8,19735.97,33864.38,761,91.8,27.7,0.475,0
81023.73,1.0,3848.82,7688.33,742,91.0,29.5,0.433,0
37589.4,1.4,9296.0,14330.98,723,99.2,42.4,-0.604,0
30488.52,3.7,8883.53,11139.46,638,89.2,47.7,0.18,1
39646.3,7.0,18133.17,16059.67,597,93.5,69.5,0.517,1
38505.19,4.5,9446.63,15604.38,627,88.9,20.8,-0.252,0
83483.94,1.2,24696.85,20772.51,669,97.5,42.2,0.696,0
92669.18,6.9,18141.39,53420.16,735,94.4,18.2,0.217,0
49745.65,0.6,28338.91,24685.13,642,80.4,43.1,0.335,0
119015.08,1.3,29895.63,29949.62,799,81.4,88.5,0.335,1
114996.64,2.7,36311.36,25890.02,652,88.5,32.3,-0.471,0
61936.78,9.1,20499.0,28132.19,603,85.6,84.0,0.348,1
34473.96,4.6,1924.88,1954.72,733,100.0,18.3,0.173,0
128856.82,4.7,28428.08,55143.87,850,87.0,25.8,-0.157,0
52388.4,1.2,17366.31,7383.19,618,64.1,28.1,0.568,1
58069.21,2.9,15932.03,12800.64,744,67.5,38.5,-0.663,0
44946.01,8.2,18573.98,11623.85,598,80.7,31.9,-0.214,1
33210.3,5.6,11177.53,11571.19,555,94.1,50.3,0.509,0
24155.04,7.1,15147.38,12177.01,450,73.8,0.0,0.353,0
76732.27,4.2,26468.36,33687.62,685,93.1,15.4,-0.188,0
35211.55,8.3,13201.63,9836.27,582,73.3,72.9,-0.249,1
291484.52,1.2,45949.43,87614.23,850,86.2,6.8,-0.057,0
29811.8,3.7,11465.64,8056.02,641,89.8,27.9,0.137,1
27131.2,6.2,236.17,7780.1,616,68.0,47.2,-0.12,1
71723.68,0.8,25611.82,19350.99,720,89.5,34.1,0.005,0
125633.27,0.2,41904.89,51363.89,682,100.0,18.0,0.067,0
56135.53,13.9,1964.67,14918.24,752,81.2,43.9,-0.078,0
74215.87,4.6,29594.63,3082.64,560,85.1,51.7,-0.115,0
19654.25,0.7,5131.24,11171.22,647,87.5,23.1,-0.367,0
37323.13,4.6,10547.03,4429.8,630,85.3,43.1,0.035,0
30016.77,1.4,7027.01,15320.92,684,84.3,52.2,0.028,1
19105.37,1.9,1992.46,1000.0,670,83.3,56.6,-0.283,1
